,User_Id,Post_Description,likes,comments,labels,eng_score,engagement_score
95,Photo by @lynseyaddario ," I photographed women in Afghanistan, which has one of the highest rates of maternal mortality in the world for my @natgeo story ÂÃÃ·Veiled RebellionÂÃÂª. Pictured above, Noor Nisa, eighteen (right), was in labor and stranded with her mother in Badakhshan Province, Afghanistan, November 2009. Her husbandÂÃÂªs first wife died during childbirth, so he was determined to get her to the hospital, a four-hour drive from their village. His borrowed car broke down and I ended up taking them to the hospital, where Noor Nisa delivered a baby girl.  #photojournalism #itswhatido #lynseyaddario",271717,1013,"['sky', 'ecosystem', 'cloud', 'rock', 'photography', 'sand', 'landscape', 'mountain', 'ecoregion', 'hill']",0.07638113317801724,Low
96,Photo by @stevewinterphoto ," Jaguars love the water. This male jag is looking for caiman for her dinnerÂÃÃwhile a female waits on the bank. Shot in August in the Pantanal of Brazil.Our animal family is so much like us: They find mates, they have kids, they have to feed themselves and their families. If we can find a way to believe they think, feel, and have emotions, we will all be better humans. We need to treat them better and find a way to ensure their future on this planet. They are keystone species in their ecosystems, though we as humans are not.Jaguars are the third largest of the big cats. They are found from the U.S./Mexico border to northern Argentina. Jaguars have rebounded in Brazil's Patanal, where 95% of the land is privately owned. In the past many ranchers would kill the cats when they ate their cattle. Today in this area tourism brings in much more money to the local economy than cattle ranching. So the jaguar population is increasing. But revenge killings of jaguars happen close to this area and all throughout the jaguar's range. Poaching for skins, bones, and teeth is also growing for the first time since the 1970s to feed the demand of people who think they receive the ÂÃÃpower of the jaguar through their teeth,ÂÃÂ Chinese traditional medicine, and now luxury items from endangered species. ÂÃÃWhen the buying stops, the killing can too.ÂÃÂ @wildaid My first story with big cats was the first @natgeo jaguar story 20 years ago! It has changed my life working with the magical and magnificent cats of the world. Animals have emotions just like we have.Follow me @stevewinterphoto to see more images and THANKS!@stevewinterphoto @natgeo @nglive #nglive @natgeochannel @natgeowild @thephotosociety @natgeocreative @africanparksnetwork @jaguar #jaguar @pantanalsafaris  #rightplacerighttime #naturalworldsafaris",703269,1778,"['jaguar', 'leopard', 'terrestrial animal', 'wildlife', 'mammal', 'fauna', 'big cats', 'cheetah', 'organism', 'cat like mammal']",0.19285302666506696,High
97,Photo by @dguttenfelder , An early morning view of Pyongyang along the banks of the Taedong River in September 2018.,285845,428,"['waterway', 'sky', 'reflection', 'dawn', 'horizon', 'river', 'sunrise', 'morning', 'dusk', 'atmosphere']",0.07669552054793344,Low
98,Photo by Michaela Skovranova @mishkusk ," Green turtles are thought to live for up to 80 years. What a different ocean that would have been when they dipped their head underwater for the first time. Like other sea turtles, the females return to the very same beach on which they were hatched to lay their eggs, often covering hundreds of kilometers in the process. This photograph showcases a young green turtle that has been successfully released back into the wild with a temporary satellite tracker attached. The tracker will collect valuable information that will allow researchers to track where the turtles are, the route they have traveled, and how fast they may be moving. #ocean #turtle #shellybeach #australia #sydney #nature #wildlife #marinesanctuary #naturelovestories",293625,474,"['underwater', 'turtle', 'sea turtle', 'marine biology', 'reef', 'sea', 'loggerhead', 'organism', 'coral reef']",0.0789799883206289,Low
99,Photos by @gabrielegalimbertiphoto ," Do migrants have a past? Do migrants have a future? Or are they forever locked in the images of man on sinking boats, of women, babies in their arms, crawling under barbwire, of families waiting in line, stranded in the shadow of borders we thought had forever vanished? I have tried to see things differently. I have learned that these men and women actually had jobs where they come from and now dream of being able to work in Europe. So when I set out to photograph a group of migrants eager to reach Switzerland but blocked in the city of Como, in northern Italy, I decided to show them as they would have liked to be shown. Dembo as a baker, Osman as a bus driver, Noreen as a nurse, and Jafar as a policeman. These are just some of jobs they used to do and are skilled in. But Dembo, Osman, Noreen, Jafar, and many others are now living in lurid tents, camping out in a small park adjacent to the cityÂÃÂªs station in squalid conditions. These photos are their CVs translated in images. I have borrowed the language of publicity to show what reportage cannot. These photographs are not totally real. But they should be. In order to illustrate the enormous chasm between their present and a possible future, I have also done a series of still lifes of where the migrants actually sleep. ItÂÃÂªs in the space between these two worlds that the future of Europe will play out. You can find all the stories in my website www.gabrielegalimberti.com and Instagram @gabrielegalimbertiphoto #migrant #migrants #job #jobs #future #cv #europe #borders #immigration #italy #salvini #matteosalvini #work #workingclassheroes",177260,802,"['bus', 'vehicle', 'transport', 'mode of transport', 'motor vehicle', 'tour bus service', 'automotive exterior', 'commercial vehicle', 'public transport']",0.05063825124730021,Low
100,Photo by Pete McBride @pedromcbride ," Silence is more memorable than the views. ÂÃÃThe brush of bat wings in the morning over your head. The clatter of sheep hooves on the rock across the river. It sounds as if itÂÃÂªs close by, but itÂÃÂªs not,ÂÃÂ says McBride. ÂÃÃAnd then you realize just how quickly that silence can be shattered."" From a recent @natgeo story on my Grand Canyon project. To read more or learn more, follow @pedromcbride #grandcanyon #betweenriverandrim #silence #humility #petemcbride",478444,965,"['sky', 'badlands', 'wilderness', 'cloud', 'horizon', 'geological phenomenon', 'national park', 'atmosphere', 'rock', 'canyon']",0.12979789857370033,High
101,Photo by @nicholesobecki ," Wooden carts drawn by donkeys rattle along the streets of Hawassa, an Ethiopian city in the Great Rift Valley. I came across this scene while working on a story about EthiopiaÂÃÂªs emerging manufacturing industry ÂÃÃ a growing economic space in a country where more than three-quarters of the workforce is engaged in small-scale agriculture. Taken just blocks away from the  sprawling Hawassa Industrial Park, this image felt outside of time and made me think of how ones traditions coexist alongside the drive for change. #ethiopia #economy #manufacturing #industry #tradition #nicholesobecki",194945,425,"['tree', 'morning', 'sunlight', 'light', 'sky', 'path', 'photography', 'rural area', 'evening', 'grass']",0.05306936687993083,Low
102,Photos by Stephen Alvarez @salvarezphoto , Morning in the Vienna Museum of Natural History. This morning I arrived early for a visit at the Museum of Natural History. I love being in a Museum before it opens while the staff is still working. The collections at the Museum are amazing but what impressed me most was the grandeur of the building itself and of course the Venus (Woman) of Willendorf. Head to the @ancientartarchive for a longer discussion of her. #Vienna,285157,1199,"['landmark', 'arch', 'tourist attraction', 'building', 'window', 'arcade', 'column', 'facade', 'symmetry', 'city']",0.0809385468452776,Low
103,Photo by Michael Yamashita @yamashitaphoto , Naruko Gorge is one of Japan's best places to see fall colors. #narukogorge #Miyagi #Japan #autumn,468058,1124,"['nature', 'autumn', 'leaf', 'tree', 'woody plant', 'vegetation', 'deciduous', 'maple tree', 'woodland', 'temperate broadleaf and mixed forest']",0.12801227242357344,High
104,Photo by @PaulNicklen ," While photographing at Cooper Bay in Antarctica, I managed to capture this shot of a macaroni penguinÂÃÂªs eye. Although they live in frigid snow and ice, their eyes are a fiery red. These penguins are full of energy and spunk and are distinguishable by the ÂÃÃVÂÃÂ shaped yellow crest located on the centre of their forehead which extends towards the back of their head. #FollowMe on @PaulNicklen for more photos from the Antarctic and check out @natgeo magazine's November issue for my most recent work in this polar paradise. #penguins #wildlifephotography #explore #Antarctica",429509,1926,"['red', 'close up', 'eye', 'macro photography', 'iris', 'circle', 'computer wallpaper']",0.12259965924311796,High
105,Photo by @dguttenfelder ," North Korean women play traditional instruments and drums on the field of the May Day Stadium in September 2018, during a debut of a new ""Mass Games"" event to mark the 70th anniversary of the founding of the nation. In the stands of the stadium, citizens use colored cards to create a giant mosaic depicting the city of Pyongyang.",272939,850,"['sport venue', 'structure', 'stadium', 'crowd', 'grass', 'sky', 'arena', 'world']",0.0757637047031937,Low
106,Photo by @pedromcbride ," Celebrating Peace: I recently witnessed a remarkable event in northern Kenya where five tribes that have historically fought against each otherÂÃÃput their differences aside and dancedÂÃÃtogether. Led entirely by women with @nrt_kenya this peace meeting was the first of its kind and a message for young and old men, and women alike to work together to protect their world and the natural world that sustains them, including wildlife, water and grasslands. Under the glow of car lights, these pastoral women danced into the night, all singing traditional songs and creating new ones. @usaid #inspired #hope #kenya #africa #dance #peace  #petemcbride",224563,524,"['tradition', 'carnival', 'festival', 'temple', 'ritual', 'event', 'fÂte', 'computer wallpaper', 'religion']",0.06132965341865538,Low
107,Photo by Muhammed Muheisen @mmuheisen ," ""I want what every mother wants, to raise her children in a safe placeÂÃÂ. Narmeen, a Syrian refugee mother whom I photographed last July at the informal extension of Moria camp in the Greek Island of Lesbos. Narmeen's image is part of my exhibition ""Light on the Move"", a selection of images showing the daily life and the challenges refugees face. The exhibition is currently displayed at Museum of Cycladic Art in Athens, organized by @iomgreece. For more photos and videos of the refugee crisis follow me @mmuheisen @everydayrefugees and @mmuheisenpublic #everydayrefugees #muhammedmuheisen",182832,809,"['tree', 'plant', 'waste', 'grass', 'vehicle']",0.05212558092764907,Low
108,Photos by @CarltonWard ," Brothers Blevyns and Andre Jumper work in the cow pens at the Seminole Tribe of Florida's Big Cypress Reservation. Seminoles have been ranching in Florida since the early 1700s when they were still identified as Creeks. Cow work remains an important part of Seminole culture today and the tribe is one of the top ten cattle producers in the United States. Blev (foreground) and Dre (on his horse in the second photo), work alongside their sisters, father, mother and grandparents to keep their heritage alive. Cattle ranches in Florida protect millions of acres of land from development and provide important connections in the statewide Florida Wildlife Corridor. The first cattle and horses in the United States arrived to Florida in 1521 and can be a natural fit in historic grasslands and prairies that evolved with herds of herbivores, such as in the Northern Everglades. For more #HiddenWild, please follow @CarltonWard. #Seminole #NativePride #Ranch #Cattle #FloridaWild #KeepFLWild #Everglades @FL_WildCorridor @NatGeoImageCollection @ILCP_photographers",157553,409,"['construction worker', 'blue collar worker', 'soil', 'construction']",0.04326599121699493,Low
109,Photo by @stephenwilkes. ," Gliding through the Coast mountains, this Bald Eagle is the epitome of beauty found in nature.To see more photos from my travels near and far, visit me @stephenwilkes.  #DayToNight #StephenWilkes #CoastMountains #BaldEagle #Nature #Midflight #BellaCoola",285713,773,"['ecosystem', 'sky', 'vertebrate', 'bird', 'mountain', 'mountain range', 'bird of prey', 'condor', 'biome', 'flight']",0.0786398261061735,Low
110,Photo by @pedromcbride (Pete McBride) ," Silence is more memorable than the views. ÂÃÃThe brush of bat wings in the morning over your head. The clatter of sheep hooves on the rock across the river. It sounds as if itÂÃÂªs close by, but itÂÃÂªs not,ÂÃÂ says McBride. ÂÃÃAnd then you realize just how quickly that silence can be shattered."" From the latest @natgeo interview about my new book on the Grand Canyon. To read more or learn more, follow @pedromcbride #grandcanyon #betweenriverandrim #silence #humility #petemcbride",487715,947,"['sky', 'badlands', 'wilderness', 'cloud', 'horizon', 'geological phenomenon', 'national park', 'atmosphere', 'rock', 'canyon']",0.13210257280591423,High
111,Photo by @TimLaman ," Autumn sunrise, Walden Pond.  Photographed from Thoreau Cove, the part of the pond closest to Henry David ThoreauÂÃÂªs famous cabin where he did a lot of his thoughtful writing about the importance of our connection to nature.  Is it time re-read Thoreau? #Thoreau, #HenryDavidThoreau, #WaldenPond, #Concord, #Massachusetts, #autumn, #NewEngland.",459015,950,"['nature', 'autumn', 'leaf', 'tree', 'branch', 'sky', 'deciduous', 'sunlight', 'maple leaf', 'morning']",0.1246656874646096,High
112,Photo by @simonnorfolkstudio ," Sasso Barisano, The City of Matera, Basilicata, Italy. Known as ""la CittÃÃ Sotterranea"" (the Subterranean City), the city is centred on the ""Sassi di Matera"" (meaning ""The Stones of Matera""). The Sassi originate from a prehistoric troglodyte settlement, and are suspected to be some of the first human settlements in Italy, Indeed, Matera is the only place in the world where people can boast to be still living in the same houses of their ancestors of 9,000 years ago. Miserably poor throughout the centuries, and a burden on the national psyche, the Sassi were forcibly cleared in the 1950s, but in recent years have seen the return of tourists, boutique hotels and Hollywood film crews.  Matera is European Capital of Culture for 2019.Follow @simonnorfolkstudio  for updates, outtakes, unpublished and archive material.@simonnorfolkstudio @natgeo #photojournalism #documentaryphotography #simonnorfolk #worldmonuments #archaeology #matera #italy #prehistoric #unesco #renovation #restoration #conservation #caves #cavedwellers #history #worldheritage #heritage  #simonnorfolkstudio #Sassi",453881,1165,"['landmark', 'town', 'urban area', 'historic site', 'city', 'ancient history', 'history', 'neighbourhood', 'residential area', 'village']",0.12456529619872848,High
113,Photo by @amivitale ," It is devastating to hear that China has decided to reverse its 25-year-old ban on the sale and use of rhinoceros and tiger products. The reversal allows for these products to be used in medical research or healing, uses long since proven to have no benefits to humans. This change will certainly lead to more pressure on already terribly vulnerable animal populations and place in greater danger the conservationists, rangers and communities who fight for the survival of these majestic creatures. Here, Sudan, the last living male Northern White Rhino left on this planet is comforted moments before he passed away March 19, 2018 in northern Kenya. Sudan was brought to Kenya from @safari_park_dvur_kralove in the #Czechrepublic in 2009. He died surrounded by people who loved him at @olpejeta and has been an inspirational figure for many across the world. If there is any meaning in his death, its that Sudan can be our final wake up call. In a world of 7 billion, we need to start recognizing that we are not separate from nature. When we see ourselves as part of the landscape and part of nature, then saving nature is really about saving ourselves.Today, fewer 30,000 rhinos and 3,900 tigers remain in the wild. We are witnessing extinction on our watch and must help them by speaking out and supporting conservation efforts worldwide, especially among the indigenous communities who are on the front lines every day against poaching. Follow @olpejeta @safari_park_dvur_kralove @conservationorg @nature_africa and others to learn more and get involved. @kenyawildlifeservice @thephotosociety @natgeo @natgeoimagecollection #LastManStanding #SudanForever #WorthMoreAlive #OlPejetaRhinos #NorthernWhiteRhinos #protectrhinos #DontLetThemDisappear #rhinos #saverhinos #stoppoaching #kenya #northernkenya #africa #everydayafrica #photojournalism #amivitale",427570,5394,"['mammal', 'horn', 'fauna', 'wildlife', 'grass', 'snout', 'soil', 'elephant', 'tree', 'rhinoceros']",0.14198517615775716,High
114,Photo by @geosteinmetz ," Majiek Gai Chan, 15, lies on the ground after being cut with the knife that will mark him as a man in #Nuer society.  This ancient custom was once common throughout #SouthSudan, but has become increasingly rare as youth choose to keep their tribal identity more private and become socially accepted in the modern world.  The boys are cut in birth order, and were all eager to follow the tradition of their people.  Shortly after the cutting, one proud father sacrificed a cow to celebrate the manhood of his first son, and shared the meat with the village.  #anthropology in the 21st Century. To see more follow @geosteinmetz",384784,6043,"['face', 'person', 'head', 'eye', 'girl', 'water', 'human', 'temple', 'mouth', 'organ']",0.1345946493787753,High
115,Photo by @enricsala ," The planet is in a conservation crisis. We have killed 90 percent of the large fish in the ocean since 1900, and terrestrial vertebrates have declined by 60% since 1970. But there's still time to protect and restore the health of our natural world. Protected areas can bring wildlife back, and help give us oxygen, clean water, and mitigate climate change. That's why we're proud to work with the Wyss Campaign for Nature to help conserve 30% of our planet's waters and lands by 2030. Visit wysscampaign.org to learn more @insidenatgeo @natgeopristineseas",431085,1218,"['fish', 'marine biology', 'underwater', 'organism', 'water', 'marine mammal', 'computer wallpaper', 'turquoise', 'stock photography']",0.11894857580805675,High
116,Photo by @stephenwilkes ," The moon hovers in perfect symmetry with the Coast Mountains in Bella Coola. To see more photos from my travels near and far, visit me @stephenwilkes.#DayToNight #StephenWilkes #BellaCoola #Aerialphotography #Moon #Cloudscape #Surreal",296935,583,"['sky', 'mountainous landforms', 'mountain', 'mountain range', 'cloud', 'mount scenery', 'glacial landform', 'arctic', 'daytime', 'nunatak']",0.08046479558594286,Low
117,Photo by @dguttenfelder ," Taijun Yajima, the Buddhist priest at TokyoÂÃÂªs Koukokuji temple, prays while surrounded by more than 2,000 LED-lit Buddha statues placed before the ashes contained behind the walls of this techno-cemetery. JapanÂÃÂªs declining birth rates, limited space in cities, and very high prices for cemetery spots have changed the way that some now choose to be buried and remembered. On assignment in Tokyo for @natgeo.",135858,319,"['light', 'lighting', 'night', 'darkness', 'technology', 'midnight', 'world', 'computer wallpaper']",0.03711511652034392,Low
118,Photo by Federico Rios @historiassencillas ," In Pacaraima, Brazil, a Venezuelan migrant sleeps in the gym where he works during the day as a trainer. Like many Venezuelan refugees in Brazil, he doesn't make enough money to afford rent. Hundreds of migrants flow south across the border from Venezuela to Brazil each week, seeking refuge and jobs as living conditions degrade in VenezuelaÂÃÂªs ongoing financial and social crisis. See more of my photos @historiassencillas and in the November issue of National Geographic magazine. #refugees #Venezuela #Brazil #Orinoco #Warao #pacaraima",113215,468,"['light', 'darkness', 'night', 'architecture', 'structure', 'midnight']",0.032088697909564624,Low
119,Photo by @irablockphoto ," The main square in the city of TelÂÂ in the Czech Republic is reflected in a fountain with a statue of Saint Margaret. Known for its Italian Renaissance architecture, TelÂÂ is a UNESCO World Heritage Site. The town was founded in the 13th century as a royal water fort on the crossroads of busy merchant routes between Bohemia, Moravia and Austria and is now a stopping point on the road from Vienna to Prague.#followme @irablockphoto to see more images from the world. @thephotosociety @natgeoimagecollection #telÂÂ #czechrepublic #unesco #unescoworldheritagesite #architecture #refelctions",278949,589,"['landmark', 'statue', 'sky', 'building', 'monument', 'chÂteau', 'historic site', 'palace', 'classical architecture', 'medieval architecture']",0.07582780265845765,Low
120,Photo by Federico Rios @historiassencillas ," Traveling from the Orinoco Delta (in northern Venezuela) to the Brazilian border in the south is a long and difficult trip that lasts about three days. Without money, indigenous families seeking refuge have to sleep in improvised places and use all methods of transportation ÂÃÃ busses, private cars, hitchhiking and walking on foot ÂÃÃ to reach the border. Here, Delia Estrella travels with her granddaughter Ingrid Moraleda in a 4x4 truck traveling from Las Claritas to Santa Elena at the Venezuelan side of the border. This was the first time Delia had left her home in the Orinoco Delta ÂÃÃ perhaps she will never return. See more of DeliaÂÃÂªs story @historiassencillas and in the November issue of National Geographic. #refugeees #Venezuela #Brazil #Orinoco #Warao",204403,1029,"['mammal', 'child', 'human', 'temple', 'girl']",0.058989805141049095,Low
121,Photo by Daniella Zalcman @dzalcman ," Tribal preservation students survey an artificial dig site as part of a class at Salish Kootenai College, in the heart of the Flathead Reservation in western Montana. While the program touches on traditional practices and excavation methods, the professors largely focus on cultural preservation and reframing archaeological disciplines through a Native lens. @indigenousarchaeology",176678,378,"['path', 'tree', 'ecosystem', 'wilderness', 'trail', 'woodland', 'forest', 'grass', 'plant', 'grass family']",0.048055434215878365,Low
122,Photo by David Chancellor @chancellordavid ," A white rhino is dehorned at a rhino farm, Klerksdorp, NW Province, South Africa - Yesterday, the Chinese government made a devastating announcement reversing a 25 year ban on the sale and use of Rhinoceros and Tiger products. It will allow the use of powdered rhino horns and tiger bones for ÂÃÃmedical research or in healingÂÃÂ from farmed rhinos and tigers in government certified Traditional Chinese Medicine (TCM) hospitals - In a statement announcing the replacement of the 25-year old ban, the State Council said powdered forms of rhino horn and bones from dead tigers could be used in ""qualified hospitals by qualified doctorsÂÃÂ. The animal products can only be obtained from farms, it said, and added ÂÃÃ·ÂÃÃparts from those animals classified as ÂÃÃ·antiques' could be used in cultural exchanges if approved by the cultural authorities. Even if restricted to antiques and use in hospitals, this trade will surely increase confusion by consumers and law enforcers as to which products are, and are not legal, and would likely expand the markets for other tiger and rhino products. This comes on the very same day that WWFÂÃÂªs Living Planet Report reveals that ÂÃÃhumanity has wiped out 60% of wildlife since the 1970sÂÃÂ and that the ÂÃÃEarth is losing biodiversity at a rate seen only during mass extinctions.ÂÃÂ Follow me here @chancellordavid @natgeo @thephotosociety @everydayextinction to this more on this story and other work and projects.",1333096,95187,"['rhinoceros', 'terrestrial animal', 'fauna', 'horn', 'wildlife', 'snout', 'grass', 'safari']",0.8921389246103801,High
123,Photos by @gabrielegalimbertiphoto and @edoardo_delille ," Rio De Janeiro, Brazil - Six basketball players are posing on the closest field to the highway that runs through Rio de Janeiro. In the Parque do Flamengo, there are many different playing fields, courts and other areas dedicated to different sports. People can play soccer, volleyball, hockey, basketball and tennis, as well as skateboarding, running and biking. /// From the project """"En Plein Air"""" -  In Rio de Janeiro, sports are life - and life is not a spectator sport. Little playing fields steal back space from the asphalt and traffic circles, defying cars and buildings alike. They creep in amongst the steep and winding streets and are sketched into the golden sands that have made this city immortal. Rain forests and granitic cliffs are a testing ground, where distinctions of gender, race or religion cease to exist. The differences between high and low are made level. Kids from the favelas that cling to the hillsides come down into the city, losing themselves among the upper-crust bourgeoisie well-heeled from Ipanema and Leblon. A surfboard, a soccer ball or a skateboard is all it takes to make them indistinguishable. Social background doesn't matter for the players of the Flamengo basketball team portrayed in this picture. Call it the miracle of motion - motion that changes perspectives and revolutionizes viewpoints, as in this photo, which provide a portrait of a city and its inhabitants as they have never been seen before. /// For more photos and stories from this series check our profiles @gabrielegalimbertiphoto and @edoardo_delille  #drone #dronephotography #rio #brazil #riodejaneiro #sport #basketball #favela #flamengo #city #enpleinair",194721,344,"['wall', 'area', 'grass', 'tree']",0.052546650283698634,Low
124,Photos by @vincentjmusi ," King 2018. King is a hard name to live up to for a dog or anyone else for that matter and this 4 year-old Labrador handles it well.If the name King is preceded by a THE, expectations are generally higher, becoming more complicated when followed by an ÂÃÃOFÂÃÂ something and any of the Roman numerals from I through IV.Fortunately King is just King, and benevolent in his role as a King, of the people and the dogs that have pledged loyalty to him.Titles are not important to King, balls are. You may interpret that in any number of ways, but in this case, I am speaking about the kind used to play the game of tennis.In retrospect, we were warned and ignored all warnings. ÂÃÃBall,ÂÃÂ as we now know, was the Trigger Word that activated His Majesty.What followed was 60 pounds of dog hurtling toward a loosely hung canvas backdrop in a highly sensitive and fragile environment.Scenes like this will make you wish you had followed the directions on the label.I can say that no animals were harmed or injured during the making of these photographs. The same cannot be said for one Profoto Acute2 D4 Flash, formerly known as flash head #B.Long live the King.#TheYearOfTheDogs is a personal project of @vincentjmusi",390973,1438,"['small to medium sized cats', 'darkness', 'cat like mammal', 'tail', 'cat', 'wildlife', 'carnivoran', 'whiskers']",0.10979221945949108,High
125,Photo by @chamiltonjames ," A pack of 14 African wild dogs head out to hunt on the flood pain of @gorongosapark in Mozambique this morning at dawn. They had already killed and eaten a young waterbuck when I took this shot and shortly after they killed a reedbuck. The wild dogs have been reintroduced to Gorongosa National Park after years of absence. The enormous abundance of prey animals and lack of competition, particularly from hyenas, means that the wild dog pack is thriving. Hunting for them is easy and they seem to be picky about what they eat as a result. Shot for an @natgeo story on Gorongosa National Park that will come out next year. With @jenguyton",342451,901,"['wildlife', 'ecosystem', 'fauna', 'grassland', 'wilderness', 'steppe', 'savanna', 'ecoregion', 'prairie', 'herd']",0.09411015473927567,High
126,Photo by Stephen Alvarez @salvarezphoto ," Waiting for dawn at the Lincoln Memorial. Each time I come to Washington I try to make it to the Lincoln Memorial for sunrise. Not only is it beautiful to watch the morning sky light up the reflecting pool, it is also a great reminder of what has been sacrificed to build this country. #washington",395545,1337,"['column', 'sky', 'structure', 'light', 'architecture', 'tourist attraction', 'evening', 'darkness', 'sunset']",0.11040044029448581,High
127,Photo by Aaron Huey @argonautphoto ," Perfect Kiva, an Ancestral Pueblo ceremonial structure likely between 800-1000 years old, in what was formerly #BearsEarsNationalMonument, Utah.  The new National Monument was reduced by 85% by the President last December as part of the ongoing fight over Public lands.  Follow @arognautphoto for more on this site and this story, and to experience this ceremonial structure as a 360 interactive journey with audio storytelling by @marlon.magdalena from Jemez Pueblo!  All part of our current cover story on the ""Battle for the American West.""",342497,880,"['sky', 'atmosphere', 'geological phenomenon', 'light', 'night', 'darkness', 'formation', 'star', 'landscape', 'rock']",0.09400166619884787,High
128,Photo by @lynseyaddario ," My first assignment with @natgeo was eleven years ago, which took me to Bhutan to cover their experiment with modernization in the land of Gross National Happiness. Pictured above, a man walks through a forest in Rethung Gonpa village outside of Trashing, in East Bhutan, August 2007 #photojournalism #itswhatido #lynseyaddario #bhutan",342933,670,"['nature', 'green', 'woodland', 'forest', 'tree', 'wilderness', 'nature reserve', 'woody plant', 'ecosystem', 'grass']",0.0929105474088155,High
129,Photo by Michael Melford @michaelmelford ," The remote west coast of New ZealandÂÃÂªs South Island, or Te Tai Poutini called by the native Maori people at sunrise. The tide comes up so fast in this area that I could only access this spot at low tide and as prevailing winds off the Tasman sea brings about 100 inches of rain a year I was lucky to get any color at all in the sky before it started raining again. #newzealand #tasmansea #sunrise #nature #beauty #ocean",335577,592,"['sea', 'sky', 'coast', 'cloud', 'ocean', 'rock', 'shore', 'wave', 'water', 'coastal and oceanic landforms']",0.09055268146921129,High
130,Photo by George Steinmetz @geosteinmetz ," For me reality has always been more interesting that imagination. When a Brazilian friend told me to check out LenÃÂ¤ois Maranhenses, I couldnÂÃÂªt believe what I saw on Google Earth. What I found when I launched my motorized paraglider there was beyond anything that even Dr. Seuss could dream of. To see more of our world from above, follow @geosteinmetz",500026,1516,"['coastal and oceanic landforms', 'sand', 'shore', 'water resources', 'water', 'sea', 'coast', 'inlet', 'sky', 'ocean']",0.13856327836004445,High
131,Photo by @maggiesteber ," ÂÃÃIf you long for a mind at rest and a heart that cannot hardenÂÃ_go find a gate that opens wide into a secret garden.ÂÃÂ - Author Unknown. A variety of leaves, seeds, bugs, bird eggs and even the chest bone from a chicken collected from the Secret Garden of Lily LaPalma, a personal project that I began a couple of years ago to deal with a buildup of having witnessed a mixture of both the worst and the best of humankind. Many photographers have personal projects and it is these in which instead of telling the stories of others, we tell our own stories in whatever form we please. This is what the Secret Garden of Lily LaPalma is for me. In my career I have covered everything from war to fashion and seen great suffering and violence. I have told stories about heroic figures and those who were beaten down by life. We photographers choose to be in places where we see suffering and glory and to bear witness. But these things impact us in unexpected ways including a kind of longing for normality or loneliness or missing home or feeling completely disconnected from the world. We donÂÃÂªt realize the toll it takes on us until we are forced to face it. In the past two years alongside regular assignments, sometimes challenging ones, I decided I needed to play, to plant the seeds of new ideas, to be wild at heart without having to make excuses or explain myself, to tell my own story or a part of it. I created The Secret Garden of Lily LaPalma. Lily is my alter ego in an alternate universe. She is everything I am notÂÃ_.or maybe she is everything I am. It doesnÂÃÂªt matter, it is a release from this world and a visit into my wild imagination.  #secretgarden #lilylapalma #imagination #innerpeace #myownstory",230474,655,"['flora', 'plant', 'flower', 'close up', 'art', 'tree', 'visual arts']",0.06361617476932467,Low
132,Photo by @edkashi ," Tavy, or burning of the forest to clear for planting, is illegal but local farmers continue to do this despite the massive reductions of their forests. From a series made in 2010 in Madagascar about sustainability. @seedmadagascar #edkashi #Madagascar #PrixPictet #fromthearchives #tbt #travel #onassignment #environment #sustainability #azafady #tavy #local #farming #sustainability",209623,505,"['tree', 'woody plant', 'plant', 'branch', 'sky', 'forest', 'grass', 'shrubland', 'soil', 'jungle']",0.05734040500563488,Low
133,Photo by @joelsartore ," If youÂÃÂªre ever nervous about taking that extra bathroom break at work, just be grateful you arenÂÃÂªt the brown-throated three-toed sloth! These guys literally risk their lives to defecate, which is why it only happens every eight days. Using the bathroom means venturing out of the treetops and down onto the forest floor where they become twice as vulnerable to depredation by jaguars and harpy eagles. Luckily, sloths have an extremely slow metabolism and a diet low in calories meaning long waits to use the bathroom arenÂÃÂªt an issue.",923208,16567,"['three toed sloth', 'mammal', 'fauna', 'sloth', 'terrestrial animal', 'snout', 'organism', 'fur', 'meerkat']",0.3347920757359686,High
134,Photo by Charlie Hamilton James @chamiltonjames ," A pack of African wild dogs heads out onto the flood plain in @gorongosapark at dusk to hunt. All fourteen members of the pack were brought to Gorongosa as part of an ongoing  reintroduction program, which aims to bring the park back to its former glory. It once boasted some of the most spectacular wildlife in Africa but most of it's wildlife was lost during years of civil war. Now many years later, Gorongosa is thriving again, thanks to careful management and investment in local communities. Shortly after this photo was taken the dogs took down a bush buck. African wild dogs are incredibly effective hunters - able to run up to 40 mph for long distances, which gives them the ability to exhaust their prey and overwhelm them. The story of @gorongosapark will feature in @natgeo magazine nest year. With @jenguyton",554746,1096,"['sky', 'ecosystem', 'bird migration', 'animal migration', 'flock', 'horizon', 'bird', 'morning', 'ecoregion', 'atmosphere']",0.1503666806175481,High
135,Photo by @TimLaman ," A preening mallard amid fall reflections at Walden Pond.  Fall in New England is spectacularÂÃ_.. get outside and enjoy it.  See more @TimLaman.  #WaldenPond, #Concord, #Massachusetts, #autumn, #NewEngland.",313240,792,"['water', 'duck', 'bird', 'vertebrate', 'reflection', 'mallard', 'water bird', 'waterfowl', 'ducks geese and swans', 'beak']",0.0858982256229578,Low
