,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
255,255,1.0,0.5939000248908997,"fauna, wildlif, photographi, water, organ, mammal, anim, terrestri, bird, tree",
256,256,0.0,0.20000000298023224,"light, grass, landscap, dark, tree, night, ecoregion, girl, plant, area"," a masterpiece of vernacular mud architecture, the great mosque of djennãâ©, mali, has to be resurfaced every year in an annual festival after the summer rainy season.  djennãâ© is said to be the oldest city in sub-saharan africa, dating to 800a.d.. to see more of our world from above follow @geosteinmetz."
257,257,1.0,0.6378999948501587,"fauna, wildlif, photographi, water, organ, mammal, anim, terrestri, bird, tree"," lancaster county, pennsylvania, 1964. this gently portrait of an amish boy holding his pet guinea pig started my career as a professional photographer and my 50 years as a contributor to national geographic magazine.in the spring of 1964, i was blessed with getting a photographic internship at national geographic in washington d.c. after showing my portfolio of work to robert e. gilka, the legendary director of photography at national geographic. as my first assignment as an intern, gilka sent me to lancaster county, pa to cover a pennsylvania dutch festival. """"try to get some pictures of the amish, if you can,"""" he told me. it seemed the magazine had a finished manuscript about the amish but had no pictures. he didn't tell he'd earlier sent a staff photographer to pennsylvania who'd come back with nothing. although i photographed the festival events my success with the amish came through driving the country roads, introducing myself to amish farmers, many of whom turned me down but eventually finding one who allowed me to photograph his family and their way of life.  my first assignment which was to have been for a weekend or perhaps a week, lasted through much of the summer and into the fall of 1964.  on an overcast afternoon, after photographing an amish farmer working in his fields i was brought to the barn by his son so he could show me his pet guinea pig.  my portrait of the boy and his pet became the lead picture in my essay on the amish of lancaster county published in the august, 1965 issue, a story which has been credited as the beginning of a new, more intimate look at people in the national geographic magazine.#followme @williamalbertallard for more images of the amish and other assignments spanning a five-decade career.@thephotosociety #amish #farm #onassignment #filmphotography"
258,258,3.0,0.9186000227928162,"water, natur, tree, wildlif, mammal, ocean, plant, fauna, forest, grass",
259,259,0.0,0.20000000298023224,"light, grass, landscap, dark, tree, night, ecoregion, girl, plant, area"," one giant framed by another: mt kenya, the tallest peak in this country looms over 17,000 feet above another towering soul quietly gliding through @lewa_wildlife - the nucleus of the community based conservation model of @nrt_kenya. to see more more follow @pedromcbride #elephant #conservation #nature #africa #kenya"
260,260,2.0,0.9099000096321106,"geolog, rock, mountain, phenomenon, human, girl, cloud, format, landscap, atmospher"," xiayigou earth forest, tibetâãâªs grand canyon. the early morning light bathes the canyon in a beautiful bluish hue. odd shaped rock forms carved out by water and wind erosion along the xiangquan, elephant river. never heard of this national park or seen photographs of it before, perhaps because of its remoteness - it took us 6 days of hard driving from lhasa to get here. snow capped mandadiri mountain in background is in india. for more photos from my travels in tibet, please follow @yamashitaphoto  #ngari #zanda #tibettravel"
261,261,1.0,0.866100013256073,"fauna, wildlif, photographi, water, organ, mammal, anim, terrestri, bird, tree"," many years ago i stayed for a couple of weeks here at the sea foam motel. i wasnâãâªt on vacation, but shooting my first, but not last, story on the outer banks for @natgeo. the place intrigues me. partly a nostalgia trip for the 50âãâªs pull your car up to the front door to your motel days. itâãâªs also been on my mind for years as a photo story. iâãâªve shot it many times in all kinds of light thinking to have it as my book cover/title on the upcoming outer banks book. there are many fancier places one can stay here, yet none more retro and perfectly placed on the ocean front. if you get down to the obx at least drive by and check it out. you too will see a movie set waiting to happen."
262,262,4.0,0.4699000120162964,"mountain, landform, area, wilder, ecosystem, highland, citi, grassland, natur, tree"," lancaster county, pa, 1964.the portrait of the fragile but seemingly unafraid little girl seen alongside the heads of two enormous draft horses was published in the august, 1964 issue of national geographic in my essay on the amish of lancaster county, pennsylvania.  the child was with her father who was working in his fields.  at some point in the afternoon she was standing in the back of a farm wagon, the horses, unhitched, were about to be led to the barn and for a moment they provided the background for her profile.  her blouse appears worn, perhaps a bit dirty from childish play, and its pale blue color seems to echo the softness in the child's light complexion and wispy, blond hair.  photographing the amish was the beginning of my photographic depiction of several subcultures in my country and elsewhere during the 1960's.  my essays on the amish in 1964, the basques of france and spain in 1968, and the hutterites of montana in 1969, all dealt with the lives of people living in a culture of their own.#followme @williamalbertallard for more images of the amish and other assignments spanning five-decades.@thephotosociety #amish #farm #child #horses #onassignment #filmphotography"
263,263,0.0,0.20000000298023224,"light, grass, landscap, dark, tree, night, ecoregion, girl, plant, area"," @tooyoungtowed. baby, 17, and claude, 48, of freetown, sierra leone, were married during the ebola crisis. because of her small stature, baby needed a cesarean section to safely give birth to their son, joseph. this image was made #onassignment for @natgeo for a story called the dangerous lives of girls. while child marriage is a critical issue in both crisis and stable contexts, the rates of girls married underage is rising at alarming rates in humanitarian settings according to @girlsnotbrides. today is the 7th annual international day of the girl child. poverty, violence, and cultural traditions oppress millions of girls in every part of the world. it is still a global struggle to have girls valued for more than their bodies âãã for just their sexuality, fertility and labor. today we come together to help galvanize support and inspire the international community to do its part to establish, expand and protect girlsâãâª rights so girls are free to determine the course of their own lives. itâãâªs also a time to celebrate girls in every way, which is long overdue. #idg2018 #dayofthegirl #tooyoungtowed #endchildmarriage #girls"
264,264,0.0,0.5950999855995178,"light, grass, landscap, dark, tree, night, ecoregion, girl, plant, area"," commuters sleeping on the tokyo subway. the japanese term inemuri (sleeping while present) is a distinkt form of napping in wich a person dozes in a place not meant for sleep, such as the subway or at reastaurants. in japan about 40 percent of the population sleeps less than six hours a night. public dozing is socially accepted. for more images visit @magnuswennman :-)"
265,265,2.0,0.9100000262260437,"geolog, rock, mountain, phenomenon, human, girl, cloud, format, landscap, atmospher"," this is philomene, a young girl i photographed in the dry northwest town of beauchamp, haiti many years ago.  iâãâªm posting her photograph to remember her and other young haitian girls today on the international #dayofthegirl. she was a student in a small local school. she told me she loved to read and that one day she hoped to be a nurse. i never saw her again after that visit but i think of her quite often because she so embodied the spirit and talent and the hopes and sense of possibility that all haitians share and that is shared by young girls around the world.  i hope she accomplished her dreams. like many developing nations, the literacy rate in haiti is low and below the average for latin american and caribbean countries. haiti faces shortages in educational supplies and qualified teachers where the rural population is less educated than the urban. a major earthquake in 2010 exacerbated an already difficult system by destroying infrastructure and displacing 50 to 90% of of students. private education, which must be paid for, has substituted for education in public schools although the government has attempted initiatives to change this.  i tried very hard to help educate children in haiti but the need was like a bottomless pit. in the world young women 15-29 are more than 3 times as likely as young men to not be in employment, education or training, according to unicef. education can help change stereotypes we have held onto too long and take advantage of the talent and creative voices of girls to make a more vibrant and equitable world.  there are many organisations, ranging from public to private, that support and promote the education of girls around the world.  if you want to make the world a better place and safer for young women, please consider researching and supporting the education of girls and give them a voice.#dayofthegirl  #tooyoungtowed  #unicef #educategirls  #haiti  #education"
266,266,2.0,0.7305999994277954,"geolog, rock, mountain, phenomenon, human, girl, cloud, format, landscap, atmospher",
267,267,2.0,0.838699996471405,"geolog, rock, mountain, phenomenon, human, girl, cloud, format, landscap, atmospher"," on monday, the cleveland indians lost to the houston astros âãã signaling the end of the team's controversial logo, chief wahoo. starting next year, the indians will remove his likeness from player uniforms and elsewhere in progressive field, though they will continue to sell wahoo merchandise and memorabilia in their stores. this fan âãã watching a game against the chicago cubs back in april âãã is wearing a vintage jacket with a version of the wahoo logo from the 1940s. the current iteration is just as much of a racist caricature: complete with tomato-red skin, an exaggerated hooked nose, and cartoonish grin."
268,268,4.0,0.7254999876022339,"mountain, landform, area, wilder, ecosystem, highland, citi, grassland, natur, tree"," few months back i spent time on the worldâãâªs only floating animal sanctuary while on assignment for @natgeo in amsterdam, the netherlands. de poezenboot, which is dutch for âããthe catboatâãâ hosts around 50 stray and abandoned cats, 17 of which are permanent residents that have lived on the boat for several years. day after day, you become part of their environment, you are just another big cat for them. for more photos and videos from different parts of the world, follow me @mmuheisen #muhammedmuheisen"
269,269,3.0,0.5400000214576721,"water, natur, tree, wildlif, mammal, ocean, plant, fauna, forest, grass"," a wild female orangutan in borneo crosses a fallen tree making a natural bridge over a river.  this is a new camera trap shot i just got on my recent visit to gunung palung national park in indonesian borneo.  i was there checking on my ongoing @natgeo project to try to document the less well known nocturnal mammals.  but in this case, i captured an orangutan female instead, actually carrying a baby on her belly (that is hard to see except its orange fur) who was being chased by bees and came down to the ground.  if you look closely, you can see many bees around her.  orangutans like to raid bee hives and eat the honey, but when they get swarmed by the bees, they often drop to the ground to try to make an escape and this female just happened to cross this log over the river where my remote camera was set up.  follow me @timlaman to see more animals that triggered my camera traps in borneoâãâªs rainforest.  #orangutan, @savegporangutans, @yayasanpalung, #gunungpalungnationalpark, #kalimantan, #rainforest,#borneo, #indonesiabiodiversity."
270,270,1.0,0.8051999807357788,"fauna, wildlif, photographi, water, organ, mammal, anim, terrestri, bird, tree"," a young man approaches a car in jojug marjanli, azerbaijan on oct. 21, 2017. this village is in the midst of a construction boom after liberation from armenian occupation. houses, schools, sports facilities, and more are being built in this significant location of land that separates azerbaijani military from the armenian occupied territories. this area was previously uninhabitable due to the conflict. @natgeo #travel #onassignment #abroad #azerbaijan #iran #border #onduty #edkashi #natgeo"
271,271,2.0,0.8985999822616577,"geolog, rock, mountain, phenomenon, human, girl, cloud, format, landscap, atmospher"," @alexhonnold dropping in for another practice session on freerider. it was an almost ten year dream and years of meticulous preparation that made alexâãâªs free solo of el cap possible....and yes, an absurd amount of focus, determination and the capacity to manage fear like no other helped too. shot on assignment for @natgeo during the filming of #freesolo. âãâ¢free solo expands into another 100 theaters across the country this weekend in cities including seattle, san francisco, portland, atlanta, austin, saint louis and many others. 100% on rotten tomatoes! for more details check out www.freesolofilm.com or check the @natgeo stories."
272,272,0.0,0.20000000298023224,"light, grass, landscap, dark, tree, night, ecoregion, girl, plant, area",
273,273,1.0,0.8395000100135803,"fauna, wildlif, photographi, water, organ, mammal, anim, terrestri, bird, tree",
274,274,3.0,0.9322999715805054,"water, natur, tree, wildlif, mammal, ocean, plant, fauna, forest, grass"," no, your eyes arenâãâªt playing tricks on you, this is a two headed snake! a two headed copperhead to be specific. i was given permission to photograph this rare and incredible being by the virginia department of game and inland fisheries. an x-ray shows they share the same heart, digestive track, etc but have two completely in heads and thus brains. to see another photo of this two headed snake, iâãâªm @tbfrost"
275,275,3.0,0.6791999936103821,"water, natur, tree, wildlif, mammal, ocean, plant, fauna, forest, grass"," fall time along the alatna river in gates of the arctic national park, alaska. the alatna river flows for roughly 184 river miles through the brooks range until it joins the koyukuk river near the native village of allakaket. it is known as one of the most beautiful rivers in the united states- which i can most certainly verify after spending the last few weeks backpacking, pack-rafting and photographing along 47 miles of the river. it was an incredible adventure, and an eye-opening look at some fascinating new ecological impacts that are transforming the landscape (thatâãâªs all i can say about it now, but stay tuned for the upcoming article!)."
276,276,3.0,0.7299000024795532,"water, natur, tree, wildlif, mammal, ocean, plant, fauna, forest, grass"," a rare aerial view of beni isguen, the exquisitely preserved medieval city in the algerian sahara.  the pious non-arabic muslim inhabitants donâãâªt allow photography inside the fortified city walls, and visitors have to wander the narrow footpaths with a local escort to insure that rule is respected.  the rooftops are walled off to ensure privacy while sleeping outside in the cool night air. the triangular feature on the left is the town market. to see more of our world from above follow @geosteinmetz"
277,277,4.0,0.4300999939441681,"mountain, landform, area, wilder, ecosystem, highland, citi, grassland, natur, tree"," itâãâªs been seven years since silvana hinestroza mendoza first spoke publicly about being raped by members of a guerrilla group who kidnapped and tortured her when she was a young woman. more than 15,000 colombian women and girls were raped or otherwise sexually abused during the countryâãâªs civil war; many remain too terrified or ashamed to tell anyone. after spending most of a hot wednesday afternoon with reporter @jillfilipovic recounting some of the most intimate details of the worst days of her life, silvana retreated to her grandsonâãâªs bedroom. finally speaking the truth about what happened, silvana said, feels good, even powerful âãã like a layer of shame peeled back with each telling. but each telling also means exposing painful scars, literal and metaphorical. i photographed silvana at that axis of strength and depletion, as she sought out the grounding weight of her grandsonâãâªs small body, and offered him the soft foundation of her own. these are questions everywhere: whose stories we choose to believe, what weight we give a womanâãâªs words against a manâãâªs, whether women have exclusive jurisdiction over our own bodies. it is simultaneously dignifying and terrifying for women to tell the secrets more-powerful men demand we keep, and itâãâªs never felt so important to listen, to believe, and to acknowledge the personal courage and integrity of the women who share their stories with us. âããi feel light,âãâ silvana said after our interview ended. âããlike i was carrying something really heavy and i put it down.âãâ #believewomen #women #sexualassault #colombia"
278,278,0.0,0.8986999988555908,"light, grass, landscap, dark, tree, night, ecoregion, girl, plant, area"," fire and ice. this contrasted image was captured along the coast mountains in bella coola. to see more photos from my travels near and far, visit me @stephenwilkes.#daytonight #stephenwilkes #bellacoola #coastmountains #canada #sunset #mountaintop #nature"
279,279,1.0,0.8847000002861023,"fauna, wildlif, photographi, water, organ, mammal, anim, terrestri, bird, tree"," fish is as valuable as gold.  around the world, small coastal communities depend on healthy local fisheries for their survival.  in the west african village of winneba, women toil with fish from morning to night, every day:  buying, smoking and selling fish in the local markets is the only way for them to make money.  i was proud to work with the local non-profit @challengingheights to provide education and more opportunities for these women.  headed by a former child slave, this small organization also rescues children who in desperation, have been sold by their parents into slavery to make a few dollars.  to learn more about the hopeful solutions taking place #followme at @cristinamittermeier"
280,280,4.0,0.795199990272522,"mountain, landform, area, wilder, ecosystem, highland, citi, grassland, natur, tree","âããthe military were torturing people,âãâ says fatima, mother of five year-old yeasamin (in this photograph). violence and flames, spread by the military, forced them to flee their village in myanmar. fatima saved yeasamin from their burning house, but not before her leg and buttocks were badly burnt. the family eventually reached a refugee camp in bangladesh where they found safety, but not peace. ""mental illness"" does not translate into the rohingya language. instead they talk about a peaceful state of mind to express wellbeing. un-peaceful minds are troubled, depressed, anxious, traumatized. fatima expresses the trauma and stress in those terms too - âããthere is no peace - we donâãâªt have our own land, our own people, and our own country.âãâ// a year has passed since âããethnic cleansingâãâ perpetrated by the myanmar military against the rohingya sparked a massive refugee crisis. nearly a million rohingya âãã those who escaped the flames and executions âãã are now living in camps in bangladesh. the physical scars have healed but deep trauma remains. // #inmyworld is designed to expose the challenges faced by people living with #mentalhealth issues and give them the chance to be seen, heard and valued. @witness_change is a nonprofit that aims to improve life for excluded groups by amplifying their stories. this work was made in collaboration with mãâ©decins sans frontiãâ¬res @doctorswithoutborders who provide mental health support to the refugees and local population. to see more or to share your own mental health story please follow @onedayinmyworld"
281,281,2.0,0.8848000168800354,"geolog, rock, mountain, phenomenon, human, girl, cloud, format, landscap, atmospher"," just after sunset, luke fry drives past the milk barn to rake manure into fertilizer, one of the daily chores he and his twin brother caleb do in the dark before and after school. on this night, luke's girlfriend rachel joins for the ride. this is the final image in a photo story i produced during the missouri photo workshop. i applied wanting to reconnect with the fundamentals of photojournalism and push to develop a picture story around the lives of people i had never met in a place i didnâãâªt know. after two years of chasing florida panthers with camera traps nearly full time, it had become common for weeks to go by without holding a camera in my hands. so i set the high-tech equipment aside and went to missouri with just one camera for an immersive experience that involved a lot of looking, listening and waiting. each student was limited to just 400 photos for the week, with no deletions. when i am on assignment, i often shoot 1000 photos in a day. but the workshop leaders encouraged us to trust the process and to be intentional about the moments we tried to capture. by watching and waiting we would know when a moment was building and we should trust ourselves respond. by wednesday evening i had watched the fry brothers drive the tractor two previous times. but when i saw this sunset forming and heard the tractor coming on the third night, i started running down the hill, remembering the floodlights on the cab that could balance exposure with the western sky. had i not been watching the farm work for two days, i wouldnâãâªt have reacted when this moment presented itself. see the full story and inspiring work from other students through the link in my bio @carltonward. thank you to my patient and insightful team leaders @billmarr and @wildhorsephotos and workshop leaders @kodakratz @davidreesphoto and jim curley. i can't wait to start incorporating lessons to my work in florida. #mpw70 @mophotoworkshop"
282,282,3.0,0.8646000027656555,"water, natur, tree, wildlif, mammal, ocean, plant, fauna, forest, grass"," as the sun sets, people enjoy a swim in the dead sea in jordan, on saturday the 29th of september 2018. for more photos and videos from different parts of the world, follow me @mmuheisen #muhammedmuheisen"
283,283,3.0,0.4708000123500824,"water, natur, tree, wildlif, mammal, ocean, plant, fauna, forest, grass"," in a high altitude african forest, a young mountain gorilla awakens from his afternoon nap to take a peek at me. these gorillas live in small family groups, and i spent the afternoon observing their playful behaviours, and gentle and loving nature. protected by the rwandan government, this gorilla population is a part of a thriving and well managed tourism industry that supports the local communities with whom they share their homeland. #followme at @cristinamittermeier for more photos of charismatic wildlife. #wild #nature #love #animals #photography"
284,284,1.0,0.9103000164031982,"fauna, wildlif, photographi, water, organ, mammal, anim, terrestri, bird, tree"," a gamekeepers apprentice extinguishing a patchwork of burning heather late into the evening, on invermark, cairngorm national park, scotland - back in the cairngorm national park, scotland for the muir burn - documenting a gamekeepers life - in this extraordinary landscape fire is still a commonly used and controversial agricultural tool, with farmers, crofters and gamekeepers burning grass, heather and gorse. in scotland the season runs from 01 october through 15 april each year. much of the heather burning we see today takes place on grouse moors such as those here in the cairngorm national park, scotland. here for generations gamekeepers have burnt long narrow strips of mature heather on a rotation. how often depends on how quickly the heather becomes both woody and unpalatable, and tall and unavailable. after 2/3 years young heather plants will have regenerated from seed or old stools that survived the fire. if the temperature of the burning is too high, or the grazing pressures are high, the critical balance of growth and competition allows fire and grazing-resistant grass species to become dominant, and the heathland is replaced. by creating a patchwork of different aged heathers a gamekeeper aims to have some young heather for grouse, sheep, deer and mountain hares that is nutritionally richer. patches are burnt every eight to thirty years. to see more of a gamekeepers life in this extraordinarily complex environment, follow me here @chancellordavid @thephotosociety @everydayextinction and @natgeo #cairngormsnationalpark #scotland #agamekeeperslife"
285,285,1.0,0.8659999966621399,"fauna, wildlif, photographi, water, organ, mammal, anim, terrestri, bird, tree"," lucas, 3 years old - sydney, australia. /// take a moment and think back to your childhood. the era in your life when the only thing you knew about a bill was that it was a birdâãâªs equivalent of lips and your day job was to construct fantastical worlds with your favorite toys. in my series âãã·toy storiesâãâª, i explore the connection between children and their toys and i try to give an insight into their tiny worlds and takes you on a trip down memory lane. âãã·toy storiesâãâª is the result of an 30 month round the world trip where i visited more then 50 countries and took photographs of children and their favorite toys. i would often take part in a childâãâªs games prior to arranging the toys for the photograph. despite some differences, i found similarities between children living worlds apart. even in different countries, some childrenâãâªs toys played the same function, or example protecting them from dangers and things they feared in the night. - toys havenâãâªt changed all that much since i was a kid. iâãâªd often find the kind of toys i used to have, it was nice to go back to my childhood somehow. // follow me @gabrielegalimbertiphoto for more photos and stories #toys #play #kids #child #children #toy #kid #australia #sydney #train #toystories #trains"
286,286,0.0,0.6449000239372253,"light, grass, landscap, dark, tree, night, ecoregion, girl, plant, area"," this is mike pinay, a cree elder who was forcibly sent to the quâãâªappelle indian residential school from 1953-1963. âããit was the worst ten years of my life. i was away from my family from the age of 6 to 16. how do you learn about relationships, how do you learn about family? i didnâãâªt know what love was. we werenâãâªt even known by names back then; i was a number."" roughly 150,000 indigenous canadians were taken away from their families and communities to government funded boarding schools where they were punished if they spoke their languages or practiced their cultures, routinely physically and sexually assaulted, and in extreme cases subjected to medical experimentation and sterilization. the last residential school in canada closed in 1996. @signsofyouridentity @pulitzercenter #signsofyouridentity"
287,287,3.0,0.899399995803833,"water, natur, tree, wildlif, mammal, ocean, plant, fauna, forest, grass"," a leopard and lion up in the same tree!?? crazy but true. the leopard had dragged its kill up the tree as leopards will do, and the lion climbed up to have some of the meal, but then the lion looked like it was going after the leopard as they are competing for the same territory. as the leopard is lighter it was able to stay on top of the acacia tree limbs and the lion couldnâãâªt quite reach it. if you look closely you will see that the leopard it blind in its left eye. eventually the lion came down the tree and wandered off. one of the most bizarre things iâãâªve seen! #tanzania #lion #leopard #wildlife #africa #safari #nature #conservation @natgeoexpeditions"
288,288,1.0,0.8658999800682068,"fauna, wildlif, photographi, water, organ, mammal, anim, terrestri, bird, tree", we arrived in the colorful village of ittoqqortoormiit in east greenland late on the evening of the 3rd august and spent five days there as we waited for a good weather/sea ice opportunity to continue further north. during the âãã·nightâãâª of our second evening we were all woken up by a loud fog horn. it was from the supply tanker that comes in only twice a year. this was the first time it had arrived this year; the last time being at the end of september last year. the village came alive as for two days the residents were busy with the containers that were being ferried back and forth between the ship and land. @greenland_caves #eagre18
289,289,0.0,0.7192999720573425,"light, grass, landscap, dark, tree, night, ecoregion, girl, plant, area"," classic panorama of mt. everest, adorned by the ubiquitous prayer flags. the worlds tallest mountain at 8,848m, flanked by its 5 neighboring peaks, all over 8000m. itâãâªs tibetan name is chomolungma. truly is the roof of the world. as iâãâªm breathing hard at 17,000 feet, itâãâªs hard to imagine several of my @natgeo colleagues recently summiting up another 12,000 feet higher. respect to @coryrichards yrichards & @jimmy_chin  #mounteverest #chomolungma #prayerflags"
290,290,1.0,0.6001999974250793,"fauna, wildlif, photographi, water, organ, mammal, anim, terrestri, bird, tree"," i probably wouldnâãâªt be alive today without the advice of alain arnoux, the crazy pilot seen here flying his paraglider over the worldâãâªs largest sand dunes in the chinese gobi desert.  the world champion taught me how to manage risk on over a decade of expeditions in the most remote corners of the world... âããlooks goodâã_  you go first!âãâ to see more of our little planet from above, follow @geosteinmetz"
291,291,3.0,0.6980000138282776,"water, natur, tree, wildlif, mammal, ocean, plant, fauna, forest, grass",
292,292,3.0,0.8834999799728394,"water, natur, tree, wildlif, mammal, ocean, plant, fauna, forest, grass"," zackouma national park, chad. djime said, 50, is the lone survivor of a conservation ranger massacre at heban, chad. six zakouma national park rangers died in an attack by poachers who were members of the sudanese military. a few weeks earlier, the rangers found the poachers camp and took all their ammunition, their poached ivory and provisions. the poachers were out of camp at the time. these poachers then planned a counter-attack that began just before first light while the rangers were sleeping. they would have woken to a hail of a.k rounds, the last sound they would ever hear. djime said was employed as a cook with the rangers in the rainy season. in his account, he said the pre-dawn night was very still when suddenly there was heavy firing out of nowhere. he found himself rolling down the steep hill that made up the ranger post at heban. he was shot but managed to hide away for the day and then come back to the camp that night where he confirmed that all the rangers were dead and the camp looted. he spent the next week trying to get help, two days of which were spent wading through a dense swamp on his way to aid. he received $2000 compensation from the chadian government for his injuries but told me he no longer wanted to work for zakouma after this experience. since the time of the attack, the parks âããmambaâãâ teams have greatly improved security, this coupled with better relations with the nomads in the region have developed an intelligence network that safeguards both the animals and the people trying to protect them. every year many rangers die protecting a global heritage, they work for a pittance and endure conditions most humans would balk at. they do most of that with a smile on their faces. surely we owe them more. #africaparks #zakouma #conservationrangers #natgeo #survivors"
293,293,1.0,0.7299000024795532,"fauna, wildlif, photographi, water, organ, mammal, anim, terrestri, bird, tree"," the simplicity and energy radiated by nature is a feeling i always try to capture.  this majestic bald eagle was a lucky find while scouting for my newest day to night.to see more photos from my travels near and far, visit me @stephenwilkes.#daytonight #stephenwilkes #baldeagle #bellacoola #canada"
294,294,4.0,0.8991000056266785,"mountain, landform, area, wilder, ecosystem, highland, citi, grassland, natur, tree"," using an old large format camera called a pacemaker speed graphic, i shot ""portraits"" of toilets around the world for last year's national geographic article on sanitation and open defecation. here, a working outhouse in haiti stands in the mountains outside port-au-prince. today open defecation is on the decline worldwide, but nearly 950 million people still routinely practice it. #haiti #sanitation #toilets @noorimages"
295,295,4.0,0.5978000164031982,"mountain, landform, area, wilder, ecosystem, highland, citi, grassland, natur, tree"," grand canyon day 5: a hiker at the overlook below the ancestral puebloan granaries at nankoweap creek, mile 52.  to see more images and follow this journey down the grandcanyon follow @argonautphoto. #grandcanyon"
296,296,0.0,0.595300018787384,"light, grass, landscap, dark, tree, night, ecoregion, girl, plant, area"," in 2014, i witnessed a group of samburu warriors encounter a rhino for the first time in their lives at lewa wildlife conservancy (@lewa_wildlife). only their grandfathers saw rhinos in the wild and these young men had never even seen a photo of one. based on stories and their own imaginations, they expected the young rhinos to be as big as elephants, as dangerous as lions and for their horns to be flexible, like an elephant's trunk.much-needed attention has been focused on the plight of wildlife, but very little has been said about the indigenous communities on the frontlines of the poaching wars. the nature conservancy in africa (@nature_africa), the northern rangelands trust (@nrt_kenya) and lewa are doing incredible work to strengthen these communities, who hold the key to saving africa's great animals. together we can work to save them - visit and support the communities that protect them.follow @amivitale @lewa_wildlife @nrt_kenya & @nature_org to learn about the incredible work being done to protect and preserve these ancient creatures  @kenyawildlifeservice @thephotosociety @natgeo @nature_africa #worthmorealive #protectrhinos #dontletthemdisappear #rhinos #saverhinos #stoppoaching #kenya #northernkenya #magicalkenya #africa #everydayafrica #worldrhinoday #photojournalism #amivitale"
297,297,0.0,0.7311000227928162,"light, grass, landscap, dark, tree, night, ecoregion, girl, plant, area"," territorially part of yemen,  socotra (arabic: â¯_ã´âã´ã¢ã´ââ¯ã¡ã´ãâ¯â±ã´_ã´ã¤âã_ suquâ__ra), is an archipelago of four islands located in the arabian sea. as a consequence of its isolation, the island is home to a high number of endemic species; up to a third of its plant life is endemic. it has been described as ""the most alien-looking place on earthâãâ. the dragon blood tree (dracaena cinnabari) has a unique and strange appearance, with an ""upturned, densely packed crown"". this evergreen species is named after its dark red resin, which is known as ""dragon's blood"". the trees have long been harvested for their resin, highly prized in the ancient world and still used today. socotrans use it ornamentally as well as for dying wool, as a glue, and a breath freshener. because of the belief that it is the blood of the dragon it is also used in ritual magic and alchemy. human activities have greatly reduced the tree's population through overgrazing, and feeding the flowers and fruits to livestock. one of the species' greatest threats is the gradual dessication of the archipelago.follow @simonnorfolkstudio  for updates, outtakes, unpublished and archive material.@natgeo @simonnorfolkstudio #socotra #landscape #soqotra #documentaryphotography #simonnorfolkstudio #simonnorfolk #documentary #reportage #yemen #arabiansea #photojournalism #journalism #arabianpeninsular #arabia #endemic #threatenedspecies #endangeredspecies #simonnorfolkstudio #simonnorfolk #worldheritage #dragonbloodtree #desert #iucn #diksumplateau #diksum"
298,298,1.0,0.8851000070571899,"fauna, wildlif, photographi, water, organ, mammal, anim, terrestri, bird, tree"," if you are in san antonio this sunday please come to the tobin center for the performing arts at 4pm for my nat geo live presentation âããon the trail of big cats""here is a mom and her cubs in the @africanparksnetwork @zakouma_national_park. just 100 years ago there may have been as many as 500,000 lions which roamed the african continent but today there it is estimated that as few as 16,000 - 30,000 remain, and research by lion biologist hans bauer and colleagues suggests lions in much of west, east and central africa will decline by 50% in the next two decades if something dramatic is not done! the biggest threats facing lions in africa are poaching of their prey and retaliatory killings by farmers when lions eat their cattle! there is also an emerging threat of lions being used in chinese medicine as tigers become rarer.  @wildaid ""when the buying stops the killing can tooâãâpoisonings and poaching are the main threats to lions across their east african range. most lion populations in east, central and west africa are declining so the time to act is now. there are fewer than 20,000 lions left in africa, down from 200,000 just 100 years ago - and their long-term future remains in question: they are threatened by habitat loss and fragmentation, lack of prey, unsustainable hunting and now poaching for their skins, bones, claws and other body parts. but projects like these show how with determination, political will, community support, and simply envisioning a better future, we can bring this species back as well as protect our last wild landscapes, benefiting both wildlife and people, and creating a better existence for all. to learn more about this project and other inspiring conservation stories from across africa, please follow @africanparksnetwork#follow me @stevewinterphoto to see more images from my work with @natgeo and thanks!! @stevewinterphoto @natgeo @natgeochannel @natgeowild @thephotosociety @africanparksnetwork  #lion  #lionstrong #livingwithlions  #bigcatsforlife #startwith1thing"
299,299,2.0,0.8999000191688538,"geolog, rock, mountain, phenomenon, human, girl, cloud, format, landscap, atmospher"," when crocodiles grow up, they increase in length, but as they age, they bulk out in width. by that measure, this massive croc qualifies as a double wide. he was huge, yet still in the prime of his life as you can tell from his teeth. but his gape was not a threat aimed me. he had opened his mouth to regulate his body temperature. nonetheless, a scary face to look at. follow me @franslanting and @christineeckstrom to see how a baby crocodile starts its life, as it emerges from an egg.@thephotosoiciety #okavango #crocodile #wildlife #wildlifephotography #scary"
300,300,0.0,0.7979000210762024,"light, grass, landscap, dark, tree, night, ecoregion, girl, plant, area"," an ordinary evening at hey moose sled dog kennel @heymoosekennel in healy, alaska. it's rare my home state new york and my adopted state alaska have similar weather, or similar anything, but right now we are both experiencing a beautiful and mild autumn season. let's enjoy it while it lasts, because winter is coming!"
