,caption,likes,URL,comments,labels
54,"Photo by @CarltonWard | This male Florida panther is traversing a cypress swamp on a cattle ranch not far from Naples and Miami. My goal is to connect people with wildlife hidden in their own backyards and inspire protection of the Florida Wildlife Corridor needed for the endangered panther to recover into its historic territory in the Northern Everglades and beyond. I've been using camera traps to connect people with the #PathOfThePanther, and this week I get to bring @univmiami students there for a #NatGeoUnivMiami workshop on there as part of a two-day science and storytelling event, #NatGeoOnCampus, which gives college-age students the opportunity to tackle the local and global issues facing our planet in collaboration with National Geographic Explorers. Check the link in my bio for a list of inspiring speakers, and check out @insidenatgeo this Friday and Saturday for a behind-the-scenes look at the event, including my panel on the future of Florida. #FloridaWild #KeepFLWild","435,199 likes",https://scontent-dfw5-2.cdninstagram.com/vp/8284ac81b7f3016524747b823fa0b601/5C848D80/t51.2885-15/fr/e15/s1080x1080/43913320_340865036673822_5143229114392614519_n.jpg,903,"['wildlife', 'terrestrial animal', 'mammal', 'fauna', 'puma', 'cat like mammal', 'cougar', 'organism', 'big cats', 'whiskers']"
55,"Photo by @CarltonWard | A female Florida black bear sniffs the air while crossing a cypress strand in Florida Panther National Wildlife Refuge. These waters are part of the Fakahatchee Strand, which naturally drains the western Everglades toward Ten Thousand Islands National Wildlife Refuge and the Gulf of Mexico. Four million acres of contiguous protected land in South Florida provide key habitat for wide-ranging species, including bears and panthers. Whether we protect enough of the Florida Wildlife Corridor to keep the Southern Everglades connected to the Northern Everglades will determine whether the Everglades watershed can be restored the endangered wildlife, such as the Florida panther, will have access to enough land to recover. Part of my #pathofthepanther project with @insidenatgeo. Please follow @carltonward for more. #floridawild @fl_wildcorridor #keepflwild #bear #fakahatchee @ilcp_photographers @natgeoimagecollection","537,306 likes",https://scontent-dfw5-2.cdninstagram.com/vp/d35916ab9677c46cdc89dc0ea3e9cd11/5C7B1C51/t51.2885-15/fr/e15/p1080x1080/43984570_2030190903727454_5790010781918426347_n.jpg,1148,"['nature reserve', 'ecosystem', 'vegetation', 'tree', 'fauna', 'forest', 'jungle', 'wildlife', 'dinosaur', 'bank']"
56,"Photo by Anastasia Taylor-Lind @anastasiatl | Members of one extended family, Aleksandra Mountyan, Miroslava Grinik, Olga Grinik, Victoria Mountyan, and Valentina Mountyan (L-R), hang out in the backyard of OlgaÛªs house, 50 meters away from a Ukrainian frontline military position in old Avdeevka, Donetsk Oblast, eastern Ukraine.Around dusk the sounds of shelling and gunfire begin. People may appear relaxed, but itÛªs an illusion: they listen to determine the degree of danger. Usually they donÛªt react as long as they hear that the shelling is outgoing. When they hear incoming, they start listening carefully. Signs of closer hits, such as a particularly loud sound, a tangible explosion wave, or car alarms triggered by it, usually serve as signals to go inside. Everyone knows the safest place in their home.It has been more than four years since the war in Ukraine began, and nothing spectacular is happening anymore. The frontline is static, and life around it is pretty normalÛÓor so it seems. People in conflict zones get used to danger. Like everywhere else, they work, cook, have fun, fall in love, get married, and raise children.Text by Alisa Sopova @sopova.alisa, a Ukrainian journalist from Donetsk. #5kfromthefrontline","160,853 likes",https://scontent-dfw5-2.cdninstagram.com/vp/91db977bf6d2f62a1b498ba2aa9bc2c7/5C8B5789/t51.2885-15/fr/e15/s1080x1080/43985667_298771344073096_5994627100612434823_n.jpg,684,"['people', 'social group', 'girl', 'tree', 'fun', 'sitting', 'plant', 'vacation', 'recreation', 'friendship']"
57,"Photo by @ivankphoto | Jeniffer Sanchez stands in the Olvera Street Plaza after performing with a group of Aztec dancers, called Xipe Totec, on DÌ_a de los Muertos in 2017. She is dressed as Mictlantecuhtli, the ruler of the underworld. Jeniffer (@indigitalproductions) has been dancing since the age of 9 and uses dance as a form of storytelling. This photo was shot #onassignment for @natgeo with @kchete77.","267,826 likes",https://scontent-dfw5-2.cdninstagram.com/vp/58bfcb840163b430bbe0c28ab12f5e3d/5C7ADA9B/t51.2885-15/e15/44892182_252680812273329_6484912838313333847_n.jpg,755,"['lighting', 'facial hair']"
58,"Photo by @simonnorfolkstudio | A baby giant panda in an incubator at Sunshine Delivery House, the maternity and peri-natal part of Chengdu Research Base of Giant Panda Breeding. This non-profit research and breeding facility for giant pandas and other rare animals is located in Chengdu, Sichuan, China. The base was established in 1987 with six giant pandas, rescued from the wild, and has since overseen hundreds of panda births. There are now over 170 giant pandas at the facility, where tens of thousands of bamboo and other plants have been cultivated to provide the animals' diet and habitat.Follow @simonnorfolkstudio for updates, outtakes, unpublished and archive material.@simonnorfolkstudio @natgeo #photojournalism #documentaryphotography #simonnorfolk #igtravel #instagood @world_wildlife #bear #panda #pandas #pandacub #worldwildlifefund #pandabear #chengdu #china #chinese #wildlife #babypanda #icu #giantpanda #wwf #conservation #sichuan #à»ã¦ #È_¾Ñ´É¤äà #È_¾Ñ´É¤äà #È_¾Ñ´É¤äà #chengdupandabase","548,912 likes",https://scontent-dfw5-2.cdninstagram.com/vp/fc6e3dc8b9cb1fb0bb96071a568d75e4/5C841D15/t51.2885-15/fr/e15/s1080x1080/43985324_257349538464468_5978924993198032662_n.jpg,4632,"['snout', 'whiskers', 'hamster']"
59,"Photo by @joelsartore |This is Amy, a 16-year-old buff-cheeked gibbon that lives @wrs.ig. Amy and her partner Fred form a bonded pair that will mate for life. Pairs of gibbons perform daily duetsÛÓtheir loud, ascending hoots provide a wild and haunting symphony that punctuates early mornings at the zoo. In Vietnam, agricultural development and logging are key threats to the gibbon, while in Laos, they are hunted mainly for food. Thankfully, @wrs.ig protects Amy and also works to take care of her cousinsÛÓthe Javan gibbonÛÓthrough the shade coffee and primate project in Central Java. The #SingaporeZoo helps support the livelihood of the local community members who farm in a gibbon-friendly manner by buying shade-grown coffee and making it available to Zoo guests. To see a photo of Fred, AmyÛªs other half, follow @joelsartore //#buffcheekedgibbon","314,784 likes",https://scontent-dfw5-2.cdninstagram.com/vp/14c59014b04dafe78549936096c89c73/5C767798/t51.2885-15/fr/e15/s1080x1080/44334686_191308551757635_7419996959619889713_n.jpg,2466,"['fauna', 'mammal', 'wildlife', 'primate', 'eye', 'terrestrial animal', 'snout', 'close up', 'organism', 'old world monkey']"
60,"Photo by @TimLaman |  Photobombed by a hornbill!  There I was, up in the top of a tree trying to photograph the courtship display of a Red Bird-of-Paradise, when this BlytheÛªs Hornbill decided to land right in the middle of the bird-of-paradise action.  At first the courting birds were a bit shy, and moved down below, but after the hornbill sat there for a few minutes, they realized he wasnÛªt a threat and moved back up to their favorite branches for display. In all my years photographing birds-of-paradise, this is one of the funniest things IÛªve seen.  What do you think this hornbill was thinking?See more images and behind the scenes from this recent bird-of-paradise shoot @TimLaman and the #CornellLabofOrnithology @BirdofParadiseProject feeds. #photobomb #birdofparadise #hornbill #burungcendrawasih #cendrawasih #Indonesia #RajaAmpat #TanahPapua #Papua #PapuaIndonesia #WestPapua  #ConservationProvince #IndonesiaBiodiversity","455,033 likes",https://scontent-dfw5-2.cdninstagram.com/vp/c691df631259b2197d7036074ea41fe6/5C82F658/t51.2885-15/fr/e15/s1080x1080/43651974_250958552263029_4686894212816781717_n.jpg,1515,"['bird', 'fauna', 'beak', 'hornbill', 'flora', 'tree', 'wildlife', 'coraciiformes', 'branch', 'toucan']"
61,"Photo by Federico Rios @historiassencillas | A group of Warao indigenous refugees watch a movie around a small laptop at a refugee center at Pacaraima, Brazil ÛÒ just another way to kill some time while waiting for the unknown. TheyÛªre surrounded by people speaking a language they donÛªt know, without money or food, or even a chance to work. The life of a refugee is never easy after you leave your countryÛ_but it is even harder when you are indigenous and have to leave your land. See more @historiassenciallas and in the November issue of National Geographic Magazine. #refugees #Venezuela #Brazil #Orinoco #Warao","126,243 likes",https://scontent-dfw5-2.cdninstagram.com/vp/82c4e972504b02fcbb0143512529d40c/5C6D1301/t51.2885-15/fr/e15/s1080x1080/43651972_128459701469770_4306190597645650465_n.jpg,416,"['people', 'crowd', 'product', 'recreation', 'fun', 'leisure', 'tourism', 'girl']"
62,"Photo by @chien_chi_chang | 2002. New York's Chinatown. Humans need to hold hope in their hands. This man was willing to live in poverty in hope of prosperity, to sacrifice his immediate happiness to realize the dream of giving his children a better life. It has been 16 years since I took this photo in New YorkÛªs Chinatown as part of an ongoing project about immigrants. A few years later, this man is now living with his family in New York, and today they are living the American dream. But is economic prosperity worth the social cost? Perhaps the answers to such questions can be found in the lives of the people left behind in China and in those of the second and third generations who are growing up in the United States. Look at them and listen to their voices. You may not understand their language, but you can feel their longing. #MagnumPhotos #cccontheroad","122,456 likes",https://scontent-dfw5-2.cdninstagram.com/vp/3578a698b7c8771aa3183019c5276eff/5C668A5C/t51.2885-15/fr/e15/s1080x1080/43985292_174727890146213_1548532217745188189_n.jpg,443,"['man', 'standing', 'light', 'fun', 'human', 't shirt', 'darkness', 'hand', 'girl', 'glasses']"
63,"Photo by @michaelchristopherbrown | Worshipers leave the al-Aqsa Mosque during Ramadan in JerusalemÛªs Old City. The mosque is the third holiest site in Islam. Muslims believe that Muhammad was transported from the Sacred Mosque in Mecca to al-Aqsa during the Night Journey. During every trip to Jerusalem, I always spend at least a few days wandering through the different religious quarters and many paths of the Old City, full of rich diversity and history. #jerusalem #oldcity #alaqsa","180,897 likes",https://scontent-dfw5-2.cdninstagram.com/vp/07093cf25580ba0e01130a0a0dea9c2f/5C65650D/t51.2885-15/fr/e15/p1080x1080/44202720_2076267329062754_1109546453400043959_n.jpg,923,"['woman', 'girl', 'tradition', 'temple', 'human', 'religion', 'event', 'ritual', 'fun']"
64,"Photo by @simoncroberts | The Dongdaemun Design Park (DDP) in Seoul, South Korea, was created by the late Iraqi-British architect Zaha Hadid. This neo-futuristic cultural complex was commissioned to replace the Dongdaemun Stadium, built during Japanese rule in the 1920s, and was created in HadidÛªs signature curvaceous forms. Dongdaemun is a busy and historic neighbourhood in central SeoulÛªs Jongno-gu district, which is known for its 24-hour shopping. The DPP complex includes a much-needed green oasis within the densely built South Korean capital. During the siteÛªs excavation, major archaeological remains from the Joseon dynasty were uncovered, including original sections of the Seoul City Wall, which have been incorporated into the park. Follow @simoncroberts to see more photographs from this series and other works. #SimonRoberts #Dongdaemun #DDPSeoul #SouthKorea #ZahaHadid","233,319 likes",https://scontent-dfw5-2.cdninstagram.com/vp/8d7589f0d43d44f9ab6bb7054c75e9d7/5C7CC3E7/t51.2885-15/e35/44318003_493599691132390_8894844032666433098_n.jpg,845,"['mode of transport', 'architecture', 'structure', 'sky', 'fixed link', 'urban design', 'building']"
65,"Photo by Daniella Zalcman @dzalcman | Last night, Deb Haaland @deb4congressnm (pictured in her campaign office) and Sharice Davids @shariceforcongress became the first Native American women elected to Congress. Haaland (Laguna Pueblo) will represent New Mexico's 1st District and Davids (Ho-Chunk) will represent Kansas' 3rd District. Since 1789, 10,947 individual Representatives have served in the House ÛÓ and not a single person has been an Indigenous woman (there have been 16 Native Congressmen). Deb is featured in the upcoming Nat Geo story on Native Americans reframing their identity in the December issue of the magazine.Editors Note: The original caption also declared Yvette Herrell as winning her race. She ultimately lost her race by a slim margin.","117,021 likes",https://scontent-dfw5-2.cdninstagram.com/vp/5110f0e7b4808df912f7d67adc654db9/5C79440B/t51.2885-15/e35/43985120_778944729165164_7144965726354279936_n.jpg,463,"['window', 'street', 'furniture']"
66,"Photo by Michael Melford @michaelmelford | The Allagash River in Maine under moonlight. Allagash means ÛÏbark streamÛ in the native Penobscot language; in the image is a handmade birch bark canoe. This year we celebrate the 50th anniversary of the Wild and Scenic Rivers Act, which preserved certain stretches of our rivers. I am honored to have shot images for five U.S. postal stamps, to be issued next year, of designated Wild and Scenic Rivers in recognition of the importance of preserving these wilderness areas. #rivers #wilderness #maine #Allagash #preservation #nature #moonlight","418,345 likes",https://scontent-dfw5-2.cdninstagram.com/vp/370380772687360d05c5bb68b1677ad4/5C6CD345/t51.2885-15/fr/e15/s1080x1080/44748360_724455554590987_6045188723392899316_n.jpg,991,"['reflection', 'water', 'nature', 'sky', 'body of water', 'river', 'lake', 'calm', 'loch', 'horizon']"
67,"Photo by @brentstirton | This #blackrhino lost its horn to #poachers in #Zimbabwe. They left the animal for dead with multiple AK47 bullet wounds. This bull recovered briefly and walked through the bush for nearly a week in unimaginable pain and confusion. There were maggots breeding in his face when he finally died. We all lost another severely endangered black rhino bull to this incident, further depleting the gene pool of a magnificent species that we are losing. ItÛªs no secret that rhinos are severely endangered today, yet China recently declared that it will once again allow trading of rhino and tiger parts domestically after a 25-year ban. They say this is to accommodate ÛÏfarmed animalsÛ bred in China. There are many reports on those farms, none of them good. Issues of severe inbreeding, starvation, and other abuses are common. There are also many reports that wild animals fetch higher prices on the Chinese market. Any legalization of these animal products throws open large loopholes for the illegal trade, stimulating poaching against severely endangered animals in countries that feed the illegal wildlife trade flowing into China. This is a very disappointing decision on the part of #China, especially so soon after they agreed to ban their domestic #Ivory trade.","1,540,094 likes",https://scontent-dfw5-2.cdninstagram.com/vp/f355a2f96025c6853577bd1732109e1c/5C86B015/t51.2885-15/fr/e15/s1080x1080/43818142_251434839061927_355546600727489514_n.jpg,104620,"['rhinoceros', 'mammal', 'wildlife', 'terrestrial animal', 'fauna', 'horn', 'eye', 'snout', 'organism', 'grass']"
68,"Photo by Michael Yamashita @yamashitaphoto | Men relax in the roten-buro, an open-air natural hot spring, at the Takaragawa Onsen in the chilly autumn weather. There are thousands of hot springs throughout Japan because of volcanic activity of the islands. Fall is an especially popular time at a roten-buro because of the beautiful fall foliage.  #Minakami #Gunma #onsen #fallfoliage","309,963 likes",https://scontent-dfw5-2.cdninstagram.com/vp/f393aa81874b732ed6372db0641afe34/5C67A306/t51.2885-15/fr/e15/s1080x1080/44419997_520688561732091_4361608474022074312_n.jpg,892,"['water', 'nature', 'reflection', 'body of water', 'leaf', 'tree', 'autumn', 'river', 'plant', 'stream']"
69,"Photo by Stephen Alvarez @salvarezphoto | A weaver in the Centro de Textiles Tradicionales del Cusco near Cusco, Peru. When I first went to Peru for @natgeo it was to photograph an expedition to the Andes that was recovering Inca mummies from high altitude burials south of Cusco. One of them became known as the Peruvian Ice Maiden. Maybe because it was my first National Geographic assignment, but I have always felt a strong connection with her.  She was a girl of 16 wrapped in exquisitely woven textiles frozen into the 21,000-foot summit ridge of Mountt Ampato. The weaving tradition was strong in this part of the Andes for centuries, but by the time I arrived it had languished. With a grant from National Geographic, the Centro de Textiles Tradicionales del Cusco has helped revive, preserve, and pass on the Andean weaving tradition. The women of this cooperative still dye yarn in the traditional way. Their work is wonderful. Today they make a replica of the Ice Maiden's wrappings. Seeing a copy of her wrappings brought back a flood of memories from that first assignment. Of course IÛªm bringing a set home. #Peru","149,503 likes",https://scontent-dfw5-2.cdninstagram.com/vp/1e25acd2d24daea525522b32772c0634/5C77254F/t51.2885-15/fr/e15/s1080x1080/43985022_187087362170506_9045656705747585482_n.jpg,581,"['fashion accessory', 'headgear', 'smile', 'hat', 'tradition', 'sombrero', 'temple', 'phd']"
70,"Photos by @FransLanting | ÛÏA storm came and an island went.Û East Island was tiny, but for sea turtles in Hawaii it was the center of their universe. Now the island is gone, wiped out by Hurricane Walaka. East Island was one of the Hawaiian Leeward Islands, an archipelago of atolls that stretches for a thousand miles in the Central Pacific. Even though they are mere feet above sea level, they are home to millions of seabirds and to endangered green sea turtles and Hawaiian monk seals. All of them are now threatened by the extreme weather episodes and the sea level rise caused by climate change. The aerial view in this set of photos shows Tern Island in the French Frigate Shoals. It has an airstrip built in World War II to serve military planes. After the war researchers were able to use the island as a base, but now the island has been abandoned and its future is doubtful. It may be the next island in the region to disappear. It's unclear where the millions of creatures who depend on these fragile islands can go when the islands become submerged. Follow us @FransLanting and @ChristineEckstrom for more stories about our changing planet. @LeonardodiCaprio @LeonardodiCapriofdn @ThePhotoSociety @NatGeoTravel @NatGeoWild #Hawaii #Seaturtle #Endangered #Climatechange #Climatereality #Sealevelrise","547,529 likes",https://scontent-dfw5-2.cdninstagram.com/vp/728be38749ea6c601a4c8a5f42f08dd3/5C875E53/t51.2885-15/e35/44454520_337554980311634_2288682580486683529_n.jpg,1652,"['turtle', 'sea turtle', 'emydidae', 'fauna', 'reptile', 'close up', 'loggerhead', 'fish', 'eye', 'chelydridae']"
71,"Photo @pedromcbride | When I reflect on my travels, people always ask about the place but it is typically the people there who make the journey memorable. Across Cuba, a land soaked in politics, music and ""caught in time,"" it is the warmth of the people that stands out. U.S. relations with Cuba warmed in recent years, but have since declined. Cuba's economy has dipped, but somehow the spirit of the people remains positive. ""I choose optimism,"" one friend told me. ""I have no other choice."" To see more, follow @pedrombride. #havana #cuba #travel #reflection #positive","519,003 likes",https://scontent-dfw5-2.cdninstagram.com/vp/6b07622c811a1b4ff2a2cd6dc5995999/5C768480/t51.2885-15/fr/e15/s1080x1080/42949607_504767903356247_6696883350512838039_n.jpg,1951,"['land vehicle', 'town', 'urban area', 'vehicle', 'street', 'neighbourhood', 'bicycle', 'city', 'recreation', 'road']"
72,"Photo by @CristinaMittermeier | Icebergs fill Antarctic waters like tall, icy buildings of a polar city. Their elegance is shaped by the elements of this frigid climate, but they are much more than simply beautiful. Icebergs are a haven and home to many Antarctic animals, such as these sleepy crabeater seals. However, as we find our global temperatures rising, the ice, which is so vital to Antarctic life, is melting faster and faster, and the impacts associated with these rapid changes are becoming imminent. Check out @NatGeo magazineÛªs November issue for our story on #Antarctica and #FollowMe at @CristinaMittermeier for more photos from this essential ecosystem. #iceberg #seals #polar #photography #wildlife","439,321 likes",https://scontent-dfw5-2.cdninstagram.com/vp/b30db7e4d08c2816c25e6a52879e57e5/5C7DBBDF/t51.2885-15/fr/e15/s1080x1080/43585899_701714146881305_4056584829619655392_n.jpg,1388,"['water', 'iceberg', 'arctic ocean', 'sea ice', 'arctic', 'polar ice cap', 'ice', 'melting', 'sea', 'ice cap']"
73,"Photo by Anastasia Taylor-Lind @anastasiatl | When Alina and Igor Leschina decided to marry this summer in Avdeevka, an industrial city in eastern Ukraine, they had two venue options: the local registry office with two small, dark rooms in a building that had been shelled, or the community center down the street. In the end, they chose the centerÛÓgenerally considered a more pleasant venue, despite being next to a minefield. After signing their marriage certificate, the bride and groom bowed to their parents. ÛÏNow that you are married to each other, donÛªt forget to call your parents,Û said the registrar who married them, ÛÏand come to visit them.Û That simple advice to the newlyweds, the kind that most newlyweds elsewhere may receive, was also a reminder that in these front-line areas of a war that has simmered for years, many young people leave for safer places while their parents stay behind.It has been more than four years since the war in Ukraine began. The front line is static and life around it is pretty normalÛÓor so it seems. People in conflict zones get used to danger. Like everywhere else, they work, cook, have fun, fall in love, get married and raise children.Text by Alisa Sopova @sopova.alisa , a Ukrainian journalist from Donetsk. #5kfromthefrontline","148,023 likes",https://scontent-dfw5-2.cdninstagram.com/vp/941b93a24b5735094550d9f32e190255/5C783C67/t51.2885-15/fr/e15/s1080x1080/43914010_1986235048160821_8057979776380587334_n.jpg,488,"['photograph', 'flower', 'ceremony', 'bride', 'event', 'function hall', 'tradition', 'wedding', 'wedding reception', 'flower arranging']"
74,"Photo by @stevewinterphoto | On October 29th, the government of China revealed that it will allow commercial trade in tiger bone and rhino horn from farmed animals for use in traditional Chinese medicine research and clinical treatments.Debbie Banks, Environmental Investigation Agency UK, Tiger Campaign Director says: ÛÏAt a single stroke, China has shattered its reputation as a growing leader in conservation following its domestic ban on the sale of ivory at the start of the year. It is instead revealed as a sham, its international image in tatters and its credibility destroyedÛÓand all for the sake of deeply questionable business sectors which serve only to drive consumer demand for the parts and products of endangered species. History will not judge the Government of China kindly or with respect for such a reactionary, ill-judged and damaging decision.ÛChinaÛªs action stands in sharp contrast to the countryÛªs moves to combat poaching in recent years. The country has had a 25-year-old ban in place preventing the import or export of these products. And the World Federation of Chinese Medicine SocietiesÛÓthe official group that dictates what can be used in traditional medicineÛÓalso removed rhino horn and tiger bone from its list of products approved for use on patients (though the market still existed for them).This will further the trade in wild tigers, as the ÛÏwild tigerÛ will now be more valuable than farmed.@natgeo @stevewinterphoto @wildaid @eia_news","461,233 likes",https://scontent-dfw5-2.cdninstagram.com/vp/0c3e0f40bb367e8d7427fb8eb81288a3/5CB14DBE/t51.2885-15/fr/e15/s1080x1080/43984569_532485173829530_689667361491785262_n.jpg,7844,"['mammal', 'wildlife', 'tiger', 'big cats', 'snout']"
75,"Photo by @brentstirton | This is an image of over 40 lion bone carcasses to be sent to China from South Africa for their #traditionalmedicine market. #Lionbone has come to replace much of the #tigerbone trade as tigers are so severely endangered in the wild. China recently declared that it will once again allow trading of rhino and tiger parts domestically after a 25-year ban. They say this is to accommodate ÛÏfarmed animalsÛ bred in China. There are many reports on those farms, none of them good. Issues of severe inbreeding, starvation, and other abuses are common. There are also many reports that wild animals fetch higher prices on the Chinese market. Any legalization of these animal products throws open large loopholes for the illegal trade, stimulating poaching against severely endangered animals in countries that feed the illegal wildlife trade flowing into China. This is a very disappointing decision on the part of #China, especially so soon after they agreed to ban their domestic #Ivory trade.","358,699 likes",https://scontent-dfw5-2.cdninstagram.com/vp/a2f40ee8121dd96005548a2586f6fac4/5C6CA160/t51.2885-15/fr/e15/s1080x1080/43818059_290538171797920_7557040085070190094_n.jpg,8024,"['tree', 'sky', 'soil', 'plant', 'grass family', 'landscape', 'forest', 'shrubland', 'grass', 'branch']"
76,"Photos by @richardbarnes | While I was a Fellow at the American Academy in Rome I witnessed and photographed massive swarms of starlings descend on the city each evening in the winter months. As dusk falls, the birds take flight in dense cloud-like formations known as murmurations. Surging through the sky, staggering numbers of starlings maintain fluid and cooperative movements as a flock, performing acrobatic displays in the evening sky. Ornithologists are not quite sure why they do these flocking maneuvers and how the birds keep from crashing into each other. And like finding seemingly recognizable figures in the shapes of clouds overhead, we humans bring our own sense of order and wonder to the shapes the birds make, even though the starlings, most likely, have no knowledge that their movements were enthralling to me, observing, beneath them. Working with film and a Hasselblad camera at a fast shutter speed, I embraced the grainy effect of the analog process and its ability to recall the almost granular appearance of the birds in flight. #murmuration #contemporaryphotography #rome #starlings","706,983 likes",https://scontent-dfw5-2.cdninstagram.com/vp/075afda9e6a667d77fcb61cdf13e6f11/5C6EACD2/t51.2885-15/e35/44309796_570792150030710_4728965131455329307_n.jpg,4389,"['sky', 'black and white', 'cloud', 'monochrome photography', 'tree', 'atmosphere', 'photography', 'monochrome', 'meteorological phenomenon', 'water']"
77,"Photo by @drewtrush | Mountain Climber, Mountain GOAT. My buddy Dan called this one a Mountain Wizard. ItÛªs hard to believe theyÛªre considered an invasive species in northwest Wyoming. Follow @drewtrush for more from this part of the world. Û¢_ÙÓ _ÙÛ¢ #wildlife #mountaingoats #commonground #publiclands","1,195,746 likes",https://scontent-dfw5-2.cdninstagram.com/vp/652ff4f1cdc234eaebfaf0b46526b251/5C6A99CD/t51.2885-15/fr/e15/s1080x1080/43915041_297488000863915_7785871881105959564_n.jpg,6557,"['mountain goat', 'snow', 'arctic', 'sky', 'freezing', 'mountain', 'winter', 'goats', 'geological phenomenon', 'glacial landform']"
78,"Photo by @joelsartore | Did you know word ÛÏlemurÛ comes from the Latin word for ghost? Nocturnal behavior, startling screams, and mythology regarding some lemur species as holding the spirits of ancestors are thought to contribute to their ghostly name connection. The aye-aye is at the center of countless myths on the island of Madagascar, with many locals holding the belief that an encounter with the aye-aye brings great misfortune. Some Malagasy even believe that the aye-ayes are man-eaters, which is why you should never leave your village in the dark. In reality, the aye-aye leads a solitary life and is nocturnal, meaning an encounter with this unique lemur is rare. With increased education and ecotourism to Madagascar, there is hope that this species will be viewed as a treasure and not as a threat. Photographed @denverzoo. #ayeaye","755,151 likes",https://scontent-dfw5-2.cdninstagram.com/vp/4cfbd1c4c4b3b4f4a2eb3155385e0b66/5C68532B/t51.2885-15/fr/e15/s1080x1080/44186649_295422167736161_2447117539469418378_n.jpg,15320,"['fauna', 'mammal', 'fur', 'macaque', 'old world monkey', 'primate', 'organism', 'wildlife', 'viverridae', 'snout']"
79,"Photo by @beverlyjoubert | They say an elephant never forgets. Elephants certainly don't seem to forget when a favorite food source becomes available. The Makalani palms (Hyphaene petersiana) that are great features of this northern Botswana landscape produce copious amounts of fruit that generally ripen at the driest time of the year, when other food sources are scant. It's not uncommon to see elephants shaking each tree to check whether the fruit has ripened and will fall. This bull has tested them all and will be back to investigate again, until the fruits rain down on him. #thebeautyofelephants #realfanpalm #makalanipalm #wintersday #botswana #linyantiswamps #selindareserve","611,396 likes",https://scontent-dfw5-2.cdninstagram.com/vp/26a9a7b59966ef9a2281f8084d7d531b/5C762E05/t51.2885-15/fr/e15/s1080x1080/44495168_321323801792448_4002563139520104714_n.jpg,1468,"['wildlife', 'elephants and mammoths', 'grassland', 'ecosystem', 'savanna', 'elephant', 'wilderness', 'african elephant', 'indian elephant', 'terrestrial animal']"
80,"Photo by @ciriljazbec | A white horse runs by while trekking to a remote settlement of Laya in the north of the country. Here in Bhutan they never tie their horses; they simply allow their animals to roam free. When they need to use them, they will just climb the mountains to find them. This social norm has recently become part of the environmental chapter in BhutanÛªs new constitution that also includes concrete sustainable solutionsÛÓto set a network of biological corridors where animals are allowed to roam free throughout the country. Follow link in @ciriljazbec profile to read the @natgeo story published earlier this year.","518,785 likes",https://scontent-dfw5-2.cdninstagram.com/vp/c5bea06bb5353cb0302010fe14b7f5ec/5C78224B/t51.2885-15/fr/e15/s1080x1080/44424961_2068615816562092_6461891121286558669_n.jpg,1986,"['horse', 'horse like mammal', 'ecosystem', 'fauna', 'woody plant', 'tree', 'mane', 'mare', 'mustang horse', 'pasture']"
81,"Photo by @stevewinterphoto | On October 29th, the government of China revealed that it will allow commercial trade in tiger bone and rhino horn from farmed animals for use in traditional Chinese medicine research and clinical treatments.Debbie Banks, Environmental Investigation Agency UK, Tiger Campaign Director says: ÛÏAt a single stroke, China has shattered its reputation as a growing leader in conservation following its domestic ban on the sale of ivory at the start of the year. It is instead revealed as a sham, its international image in tatters and its credibility destroyedÛÓand all for the sake of deeply questionable business sectors which serve only to drive consumer demand for the parts and products of endangered species. History will not judge the Government of China kindly or with respect for such a reactionary, ill-judged and damaging decision.ÛChinaÛªs action stands in sharp contrast to the countryÛªs moves to combat poaching in recent years. The country has had a 25-year-old ban in place preventing the import or export of these products. And the World Federation of Chinese Medicine SocietiesÛÓthe official group that dictates what can be used in traditional medicineÛÓalso removed rhino horn and tiger bone from its list of products approved for use on patients (though the market still existed for them).This will further the trade in wild tigers, as the ÛÏwild tigerÛ will now be more valuable than farmed.@natgeo @stevewinterphoto @wildaid @eia_news","450,791 likes",https://scontent-dfw5-2.cdninstagram.com/vp/59ebd1b96a1b5a9fad411705f9a51a0e/5C7AEBB0/t51.2885-15/fr/e15/s1080x1080/42970929_343608639759862_1017181833964388647_n.jpg,11582,"['flame', 'fire', 'roasting', 'wood', 'animal source foods']"
82,"Photo by Moises Saman @moisessaman | Central American migrants catch a ride in the back of a trailer truck as they move near the town of Los Corazones, in the southern Mexican state of Oaxaca on Oct. 27, 2018. The migrants on this caravan of about 3000 Hondurans speak of their need to escape endemic violence and poverty in their country, and are determined to reach the US border to request asylum in the United States. Shot on assignment for National Geographic. @magnumphotos","232,537 likes",https://scontent-dfw5-2.cdninstagram.com/vp/d74603341afc9d87854b7d45e576b1f8/5C8910E1/t51.2885-15/fr/e15/p1080x1080/43052085_112409546365038_6851578656621432105_n.jpg,1755,"['black and white', 'monochrome photography', 'car', 'vehicle', 'troop', 'monochrome', 'monument', 'statue', 'sculpture']"
